URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/ReoperationReasonVS,ValueSet/RecurrenceMethodVS,ValueSet/EducationLevelVS,ValueSet/procedure-followup,ValueSet/HER2ReceptorStatusVS,ValueSet/ComplicationImpactVS,ValueSet/AxillaSurgeryVS,ValueSet/body-site,ValueSet/LateralityVS,ValueSet/manifestation-or-symptom,ValueSet/ProgesteroneStatusVS,ValueSet/procedure-code,ValueSet/HormonalTherapyTypeVS,ValueSet/TNMRegionalNodesVS,ValueSet/ComplicationTypeVS,ValueSet/care-plan-category,ValueSet/TNMPrimaryTumorVS,ValueSet/observation-methods,ValueSet/LocationRadiotherapyVS,ValueSet/TargetedTherapyVS,ValueSet/clinical-findings,ValueSet/condition-stage,ValueSet/MenopausalStatusVS,ValueSet/LateralityNewCancerVS,ValueSet/GradingVS,ValueSet/TNMDistantMetastasesVS,ValueSet/ReoperationTypeVS,ValueSet/TreatmentTypeVS,ValueSet/ChemoTherapyTypeVS,ValueSet/InvolvedMarginsReoperationTypeVS,ValueSet/EstrogenStatusVS,ValueSet/device-action,ValueSet/medication-codes,ValueSet/device-kind,ValueSet/RecommendedTreatmentTypeVS,ValueSet/performer-role,ValueSet/SACQPatientComorbidityHistory,ValueSet/referencerange-appliesto,ValueSet/GermlineMutationVS,ValueSet/procedure-outcome,ValueSet/procedure-reason,ValueSet/care-plan-activity-outcome,ValueSet/procedure-category,ValueSet/TherapyIntentVS,ValueSet/condition-code,ValueSet/PatientTreatPrefVS,ValueSet/TargetedAxillaSurgeryVS,ValueSet/condition-stage-type,ValueSet/procedure-not-performed-reason,ValueSet/condition-severity,ValueSet/HistologicalTypeVS"
http://terminology.hl7.org/CodeSystem/condition-category,0.5.0,draft,"2.16.840.1.113883.4.642.1.1073",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","ValueSet/condition-category"
http://terminology.hl7.org/CodeSystem/condition-clinical,2.0.0,active,"2.16.840.1.113883.4.642.1.1074",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","ValueSet/condition-clinical"
http://terminology.hl7.org/CodeSystem/condition-ver-status,1.0.0,draft,"2.16.840.1.113883.4.642.1.1075",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","ValueSet/condition-ver-status"
http://terminology.hl7.org/CodeSystem/data-absent-reason,0.1.0,active,"2.16.840.1.113883.4.642.4.1048",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","ValueSet/data-absent-reason"
http://terminology.hl7.org/CodeSystem/observation-category,0.1.0,draft,"2.16.840.1.113883.4.642.1.1125",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","ValueSet/observation-category"
http://terminology.hl7.org/CodeSystem/referencerange-meaning,0.1.0,draft,"2.16.840.1.113883.4.642.1.1124",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/referencerange-meaning"
http://terminology.hl7.org/CodeSystem/v2-0131,2.1.0,active,"2.16.840.1.113883.18.58",ContactRole2,contactRole2,"Code system of concepts which specify a relationship role that the next of kin/associated parties plays with regard to the patient. Also used in referrals, for example, it may be necessary to identify the contact representative at the clinic that sent a referral. Used in HL7 Version 2 messaging in the NK1 and CTD segments after 2.5, when it replace 2.16.840.1.113883.18.57.","ValueSet/patient-contactrelationship"
http://terminology.hl7.org/CodeSystem/v2-0203,3.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v2-0532,2.1.0,active,"2.16.840.1.113883.18.347",ExpandedYesNoIndicator,expandedYes-NoIndicator,"HL7-defined code system of concepts used to specify an expansion on the original Yes/No indicator table by including ""flavors of null"".  It is intended to be applied to fields where the response is not limited to ""yes"" or ""no"".  Used in numerous locations in HL7 Version 2.x messaging.","ValueSet/NoYesUnknownVS,ValueSet/RecurrenceVS"
http://terminology.hl7.org/CodeSystem/v3-Ethnicity,3.0.0,active,"2.16.840.1.113883.5.50",Ethnicity,Ethnicity,"**Deprecation Information:** Deprecated due to UP-265. This code system in NOT the acknowledged source of truth for Ethnicity concepts and codes. It should no longer be used. https://terminology.hl7.org/CodeSystem-CDCREC.html should be used in its place. In the United States, federal standards for classifying data on ethnicity determine the categories used by federal agencies and exert a strong influence on categorization by state and local agencies and private sector organizations. The federal standards do not conceptually define ethnicity, and they recognize the absence of an anthropological or scientific basis for ethnicity classification. Instead, the federal standards acknowledge that ethnicity is a social-political construct in which an individual's own identification with a particular ethnicity is preferred to observer identification. The standards specify two minimum ethnicity categories: Hispanic or Latino, and Not Hispanic or Latino. The standards define a Hispanic or Latino as a person of ""Mexican, Puerto Rican, Cuban, South or Central America, or other Spanish culture or origin, regardless of race."" The standards stipulate that ethnicity data need not be limited to the two minimum categories, but any expansion must be collapsible to those categories. In addition, the standards stipulate that an individual can be Hispanic or Latino or can be Not Hispanic or Latino, but cannot be both.","ValueSet/v3-Ethnicity"
http://terminology.hl7.org/CodeSystem/v3-MaritalStatus,2.1.0,active,"2.16.840.1.113883.5.2",MaritalStatus,MaritalStatus,"\* \* \* No description supplied \* \* \*    *Open Issue:* The specific meanings of these codes can vary somewhat by jurisdiction and implementation so caution should be used when determining equivalency.    *Open Issue:* fixing and completion of the hierarchy and proper good definitions of all the concepts is badly needed.","ValueSet/RelationshipStatusVS"
http://terminology.hl7.org/CodeSystem/v3-NullFlavor,2.1.0,active,"2.16.840.1.113883.5.1008",NullFlavor,NullFlavor,"A collection of codes specifying why a valid value is not present.","ValueSet/TargetedTherapyVS,ValueSet/MenopausalStatusVS,ValueSet/ReoperationReasonVS,ValueSet/RecurrenceMethodVS,ValueSet/TNMDistantMetastasesVS,ValueSet/GradingVS,ValueSet/ReoperationTypeVS,ValueSet/ChemoTherapyTypeVS,ValueSet/TreatmentTypeVS,ValueSet/InvolvedMarginsReoperationTypeVS,ValueSet/EstrogenStatusVS,ValueSet/ComplicationImpactVS,ValueSet/AxillaSurgeryVS,ValueSet/ProgesteroneStatusVS,ValueSet/HormonalTherapyTypeVS,ValueSet/SACQPatientComorbidityHistory,ValueSet/GermlineMutationVS,ValueSet/BreastSurgeryTypeVS,ValueSet/TNMRegionalNodesVS,ValueSet/RecurrenceVS,ValueSet/ReconstructionTypeVS,ValueSet/TherapyIntentVS,ValueSet/ComplicationTypeVS,ValueSet/PatientTreatPrefVS,ValueSet/TargetedAxillaSurgeryVS,ValueSet/TNMPrimaryTumorVS,ValueSet/RelationshipStatusVS,ValueSet/LocationRadiotherapyVS,ValueSet/HistologicalTypeVS,ValueSet/TreatmentPlanNotFollowedVS"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,2.1.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation"
http://terminology.hl7.org/CodeSystem/v3-Race,3.0.0,active,"2.16.840.1.113883.5.104",Race,Race,"**Deprecation Information:** Deprecated per UP-263. This code system is NOT the acknowledged source of truth for Race concepts and codes. It should no longer be used. https://terminology.hl7.org/CodeSystem-CDCREC.html should be used in its place. In the United States, federal standards for classifying data on race determine the categories used by federal agencies and exert a strong influence on categorization by state and local agencies and private sector organizations. The federal standards do not conceptually define race, and they recognize the absence of an anthropological or scientific basis for racial classification. Instead, the federal standards acknowledge that race is a social-political construct in which an individual's own identification with one more race categories is preferred to observer identification. The standards use a variety of features to define five minimum race categories. Among these features are descent from ""the original peoples"" of a specified region or nation. The minimum race categories are American Indian or Alaska Native, Asian, Black or African American, Native Hawaiian or Other Pacific Islander, and White. The federal standards stipulate that race data need not be limited to the five minimum categories, but any expansion must be collapsible to those categories.","ValueSet/v3-Race"
http://unitsofmeasure.org,3.0.1,active,"2.16.840.1.113883.6.8",UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/BodyWeightVS,ValueSet/ucum-bodyweight,ValueSet/ucum-vitals-common,ValueSet/ucum-bodylength"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
urn:iso:std:iso:3166,1.0.0,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/iso3166-1-3"
